01,79119527739,79117916294,2023-01-02T13:29:11,2023-01-02T13:30:38
02,79118417990,79119527739,2023-01-03T04:58:30,2023-01-03T04:59:30
01,79113083029,79119527739,2023-01-07T14:19:26,2023-01-07T14:20:48
02,79119527739,79115045571,2023-01-07T20:36:52,2023-01-07T20:37:41
01,79119527739,79115570247,2023-01-08T10:00:12,2023-01-08T10:00:54
02,79119527739,79113603427,2023-01-10T07:35:14,2023-01-10T07:35:41
01,79113083029,79119527739,2023-01-10T12:51:22,2023-01-10T12:52:35
01,79119777683,79119527739,2023-01-15T04:35:11,2023-01-15T04:36:26
02,79119527739,79117125269,2023-01-15T20:42:32,2023-01-15T20:43:18
02,79115043072,79119527739,2023-01-19T06:17:49,2023-01-19T06:18:26
02,79119138732,79119527739,2023-01-28T10:15:42,2023-01-28T10:16:38
02,79115045571,79119527739,2023-02-01T21:59:39,2023-02-01T22:00:05
02,79119527739,79111128830,2023-02-02T06:48:04,2023-02-02T06:49:29
01,79117316187,79119527739,2023-02-10T07:40:40,2023-02-10T07:41:17
01,79119527739,79119138732,2023-02-12T23:48:06,2023-02-12T23:48:56
01,79119527739,79119777683,2023-02-13T04:48:55,2023-02-13T04:50:16
01,79113083029,79119527739,2023-02-13T15:30:01,2023-02-13T15:31:17
02,79115043072,79119527739,2023-02-13T18:11:39,2023-02-13T18:12:37
01,79117316187,79119527739,2023-02-17T17:55:51,2023-02-17T17:57:17
01,79119527739,79114306010,2023-02-18T21:15:42,2023-02-18T21:16:15
02,79113083029,79119527739,2023-02-19T14:55:58,2023-02-19T14:57:17
02,79113603427,79119527739,2023-02-24T08:43:31,2023-02-24T08:44:09
02,79115045571,79119527739,2023-02-28T10:06:59,2023-02-28T10:08:23
02,79112079644,79119527739,2023-03-04T09:43:17,2023-03-04T09:44:34
01,79112990825,79119527739,2023-03-07T13:28:18,2023-03-07T13:29:20
02,79115852301,79119527739,2023-03-08T18:49:26,2023-03-08T18:50:35
01,79119527739,79115043072,2023-03-12T21:10:07,2023-03-12T21:11:07
01,79112079644,79119527739,2023-03-13T22:20:15,2023-03-13T22:20:54
01,79119527739,79112990825,2023-03-15T14:28:30,2023-03-15T14:29:32
01,79119527739,79115045571,2023-03-21T21:01:52,2023-03-21T21:02:54
02,79119527739,79112516788,2023-03-22T22:53:33,2023-03-22T22:54:08
01,79119777683,79119527739,2023-03-28T18:41:09,2023-03-28T18:42:14
02,79112990825,79119527739,2023-03-29T07:02:05,2023-03-29T07:03:53
02,79117316187,79119527739,2023-03-30T09:09:12,2023-03-30T09:10:21
02,79117916294,79119527739,2023-04-04T21:37:59,2023-04-04T21:39:17
02,79119527739,79112516788,2023-04-08T21:21:15,2023-04-08T21:22:18
01,79119527739,79119138732,2023-04-09T13:54:02,2023-04-09T13:55:21
01,79115043072,79119527739,2023-04-10T11:45:49,2023-04-10T11:46:21
02,79112079644,79119527739,2023-04-11T10:45:30,2023-04-11T10:46:39
02,79112079644,79119527739,2023-04-16T03:04:54,2023-04-16T03:05:54
01,79111128830,79119527739,2023-04-19T10:17:48,2023-04-19T10:18:20
01,79119527739,79115570247,2023-04-19T10:20:47,2023-04-19T10:21:30
02,79119527739,79115570247,2023-04-20T03:33:34,2023-04-20T03:34:26
01,79115852301,79119527739,2023-04-26T16:23:38,2023-04-26T16:24:32
01,79115045571,79119527739,2023-04-27T12:07:44,2023-04-27T12:08:56
01,79119527739,79117316187,2023-05-06T13:19:53,2023-05-06T13:21:03
01,79119527739,79117316187,2023-05-06T23:44:33,2023-05-06T23:45:29
01,79117916294,79119527739,2023-05-10T21:02:38,2023-05-10T21:03:51
02,79119527739,79111128830,2023-05-12T23:28,2023-05-12T23:29:23
01,79119527739,79115852301,2023-05-18T08:55:04,2023-05-18T08:56:23
02,79115045571,79119527739,2023-05-18T18:28:30,2023-05-18T18:29:16
01,79119527739,79113083029,2023-05-19T23:14:28,2023-05-19T23:15:40
01,79115852301,79119527739,2023-05-22T20:25:11,2023-05-22T20:26:43
01,79115045571,79119527739,2023-05-27T20:30:09,2023-05-27T20:30:57
02,79119527739,79111128830,2023-06-03T03:36:20,2023-06-03T03:37:20
02,79115852301,79119527739,2023-06-05T01:26:21,2023-06-05T01:26:58
